criminal_id,name,alias,age,gender,district_id,aadhaar_hash,status,created_at
636,Lavanya Natt,Rohan,41,Female,6,83a2aedceda14d63,arrested,2024-05-14
637,Kalpit Ramaswamy,Jagdish,38,Male,20,7b1d742d9d7715e7,on_bail,2023-12-11
638,Varsha Balakrishnan,Sanaya,28,Female,22,b0af7a456f77b409,acquitted,2025-05-31
639,Harsh Goyal,,33,Male,14,f535fa0d5629ad3b,convicted,2024-04-21
640,Ansh Ram,,38,Male,2,5f25fd9ce9f2171e,acquitted,2024-03-14
641,Ishanvi Iyengar,Chanchal,33,Female,21,c8b7b96ba9e4abfa,arrested,2024-04-23
642,Max Patel,Ubika,31,Male,31,43f3bf8f294f9cf6,absconding,2025-05-24
643,Jyoti Krishnan,,58,Female,9,7aa6a7c03e60c9e4,arrested,2026-01-25
644,Advik Mukherjee,,59,Male,25,40e64a886188d5cf,arrested,2024-12-27
645,Hritik Golla,Gauri,44,Male,10,ef3639f70edd31f9,convicted,2024-05-11
646,Zaid Rama,,25,Male,25,7a369ecc111211c2,arrested,2024-04-16
647,Vasudha Raman,Noah,29,Female,1,78f160b3834afb96,arrested,2026-02-26
648,Wriddhish Mangal,,51,Male,20,5e0320b23bcaa9c5,acquitted,2026-04-15
649,Balvan Chhabra,Aadi,21,Male,24,42b2ec0ee396873a,acquitted,2025-01-07
650,Aryan Apte,Anusha,31,Male,25,906dfc5fcf23385a,absconding,2024-09-07
651,Max Saxena,,59,Male,27,8fbdb6687f4b2d3a,acquitted,2026-02-20
652,Gauri Chatterjee,Chatresh,19,Female,12,1aa7e6fe8ccb410c,arrested,2026-04-27
653,Hritik Halder,,44,Male,22,14da3a19ec7fea45,acquitted,2024-08-02
654,Quincy Borra,,35,Male,13,fa34072c62e3dfeb,arrested,2025-10-19
655,Turvi Bains,Chameli,59,Female,29,658755df222a46bc,acquitted,2025-03-10
656,Darpan Mittal,Lucky,33,Male,30,7e4dfbfabeb2409a,on_bail,2024-12-14
657,Vedant Jayaraman,,52,Male,10,afea64e7e23b240d,acquitted,2024-03-14
658,Amruta Soni,,55,Female,9,615cca8592fefbf6,convicted,2024-12-19
659,Abhimanyu Chowdhury,,53,Male,5,651ae92327e5c734,convicted,2024-10-10
660,Jacob Shah,,36,Male,27,deaa67dd734273d7,convicted,2025-08-21
661,Lopa Bajaj,,30,Female,12,8b6491153ebd041b,on_bail,2023-10-01
662,Bhavika Dua,,35,Female,17,8880e544009e672f,absconding,2024-06-07
663,Bachittar Rao,Krishna,48,Male,17,ac7bdd5f791ad050,absconding,2023-11-26
664,Anirudh Tank,,49,Male,16,ba1bc342b2912583,on_bail,2025-08-27
665,Viraj Sachar,Parth,27,Male,11,4e8d73732e65e281,on_bail,2024-10-25
666,Anthony Bhatnagar,,47,Male,16,07514c343f6c760b,convicted,2024-11-08
667,Lohit Srinivas,Samaksh,30,Male,31,9bcc877de4d50356,acquitted,2024-04-03
668,Advik Magar,,57,Male,25,f14f43ef6d161483,convicted,2025-05-15
669,Kamya Sem,,51,Female,15,a1036d607bfad520,absconding,2025-08-09
670,Anthony Saran,Vrinda,35,Male,3,d6c7a9141c62f6d4,acquitted,2023-12-27
671,Arunima Mangat,Januja,35,Female,2,1e2d35df8b4a216b,on_bail,2025-09-10
672,Raksha Shan,,30,Female,4,495df99404526a87,arrested,2023-10-30
673,Gautami Prakash,,34,Female,17,2c34c6c299da611e,on_bail,2024-06-16
674,Eta Nagi,,60,Female,23,29a673a70ce567c1,absconding,2026-03-03
675,Tanvi Ghosh,,55,Female,19,ce502d4eacd724b3,convicted,2025-03-24
676,Quincy Sibal,Idika,36,Male,10,a7b5f9b594260798,on_bail,2024-07-09
677,Falak Talwar,,51,Female,12,62bbdabb3b272ed1,on_bail,2023-10-02
678,Pranit Sankaran,,56,Male,13,c05acbdd8b810678,on_bail,2025-01-19
679,Jonathan Devan,,20,Male,21,cb2d6aca5e4eca4c,convicted,2026-01-16
680,Praneel Shukla,,18,Male,11,cd85085ae7838d06,arrested,2025-11-26
681,Fitan Basak,Hemal,39,Male,1,8a7505ab28dd4baf,acquitted,2025-03-14
682,Onkar Zachariah,,40,Male,2,de4313ae28d29620,acquitted,2025-06-07
683,Ekiya Jha,,55,Female,3,5577e5304a2391f0,on_bail,2026-04-22
684,Chaitaly Saini,,45,Female,15,dacec47a6b5b6a27,absconding,2024-02-14
685,Yamini Barman,,36,Female,30,76be4f20ef13385b,acquitted,2024-07-11
686,Aahana Kumar,Nitesh,22,Female,28,0cf65eb1054d8c9d,acquitted,2026-01-24
687,Oviya Suresh,,46,Female,29,bd22f3bba7e7d4d3,on_bail,2025-02-18
688,Omaja Prakash,,26,Female,4,e540a7ba6df0217a,convicted,2024-07-17
689,Ronith Kanda,Indali,56,Male,30,7b64ca12e095961c,absconding,2024-08-03
690,Chatresh Kara,Sudiksha,55,Male,3,72203433a1bdc5a7,convicted,2023-09-23
691,Girindra Acharya,Yamini,21,Male,13,1d8e309283bb7ea5,arrested,2025-03-07
692,Yachana Dhawan,Ekbal,20,Female,27,2c675e78c14e2a3d,convicted,2025-01-21
693,Kavya Ravi,,34,Female,31,a55dc5b54de77c1a,arrested,2025-10-28
694,Jagrati Char,Rayaan,54,Female,2,69b21c6c88a1c7eb,convicted,2026-03-22
695,Adweta Balasubramanian,,19,Female,15,b912afbfaa553db2,absconding,2024-06-03
696,Darpan Johal,,36,Male,29,2ac77dc70c6e9494,arrested,2024-04-11
697,Balendra Bhavsar,Zehaan,48,Male,10,365ac8735bbb791e,arrested,2024-06-14
698,Dhriti Sami,Ishita,57,Female,6,883dc1aa4b0bd720,convicted,2024-06-02
699,Abdul Mital,,50,Male,11,3fc787b11ed46652,on_bail,2025-09-17
700,Sara Prasad,,27,Female,8,412a9cc5cdbe99e0,convicted,2023-11-12
701,Max Sangha,Vanya,21,Male,28,30a6efe17c6ff5b6,absconding,2025-06-10
702,Xalak Balay,Xalak,27,Female,29,38fe3a93b0f7f8da,convicted,2025-10-15
703,Parth Balasubramanian,,23,Male,26,b7e96b1677e23a21,absconding,2025-02-14
704,Vritti Rajagopal,,50,Female,22,3041009a7faf7d4b,acquitted,2025-07-31
705,Udyati Panchal,,20,Female,15,aabfca7001f99bbc,on_bail,2024-01-07
706,Amara Rai,,23,Female,6,aee398094b393c21,absconding,2024-12-01
707,Widisha Chadha,,50,Female,10,78cae27cc4ad8fc3,arrested,2025-01-19
708,Jonathan Chanda,,37,Male,30,ac5c2f2e7c0f6976,absconding,2026-02-23
709,Jason Chandra,,46,Male,8,52c9a4bc12a14269,convicted,2024-05-05
710,Sachi Nazareth,,22,Female,27,d4ab53d22eeb5889,acquitted,2024-06-09
711,Wahab Banerjee,,59,Male,5,76322873aca88e33,on_bail,2023-11-04
712,Mohammed Seth,Tarak,25,Male,19,51aef50a1b9a9a91,acquitted,2025-08-11
713,Champak Anne,Kabir,53,Male,18,e77a53f53acafafa,arrested,2025-01-22
714,Yashica Saxena,Ekapad,35,Female,24,6bc039fdb469803c,arrested,2024-02-21
715,Vedika Maharaj,,41,Female,20,e61b0784bcb2398e,convicted,2024-04-24
716,Arjun Kulkarni,,51,Male,12,526a5e9fef4ac5e2,convicted,2024-08-01
717,Yatan Ghosh,,35,Male,25,b566d73879926d0e,convicted,2025-09-21
718,Nandini Gaba,,47,Female,1,6a871137343643ce,absconding,2025-07-01
719,Mohini Narula,,34,Female,21,60ba729b20d15ac2,convicted,2024-09-13
720,Christopher Dubey,,59,Male,31,b8da0eeff7bb02aa,acquitted,2024-11-09
721,Hardik Subramaniam,,26,Male,17,98a180ad5b9b6415,arrested,2025-11-02
722,Kritika Ahluwalia,,24,Female,21,0524f64dbe9bc5f8,arrested,2024-05-04
723,Gaurang Puri,,35,Male,23,4e0c5a4a6096b500,arrested,2024-01-16
724,Matthew Goswami,,55,Male,16,272822674751583a,acquitted,2025-02-07
725,Panini Tak,Veer,19,Female,6,cd5ee0effe25b00f,on_bail,2024-06-20
726,Dalbir Chaudhuri,,39,Male,27,90e8dc98d7ed971b,acquitted,2024-11-15
727,Ekiya Deo,,43,Female,29,3374394acbbe53ce,on_bail,2025-10-28
728,Theodore Taneja,,54,Male,9,b81bb4b87a45195e,absconding,2025-04-02
729,Tanveer Bail,,50,Male,31,309f95c001ef5d2c,convicted,2025-02-07
730,Damyanti Sahota,Urvi,34,Female,29,42e87d935198affb,acquitted,2025-07-27
731,Liam Sarin,Pahal,36,Male,3,7ac617989d310312,arrested,2026-03-07
732,Bachittar Chahal,Adya,56,Male,27,674c56e40a0cec96,acquitted,2025-01-03
733,Vyanjana Rattan,,18,Female,7,c3c1daf0e86db0d0,absconding,2024-06-19
734,Ekantika Dara,Arjun,60,Female,5,cada8de5c79225e3,convicted,2024-06-11
735,Chameli Grover,,55,Female,14,4f607e5d43e65403,acquitted,2024-04-17
736,Udant Prakash,,52,Male,17,2ef58f7fdf2d8e15,arrested,2025-04-13
737,William Bhavsar,Qasim,49,Male,23,5394b48a02c28aa0,acquitted,2024-11-30
738,Dalbir Baral,Vincent,54,Male,10,8d9be61fb135eed7,convicted,2024-04-22
739,Ethan Mital,Kiaan,49,Male,6,b6b799281cc5538c,acquitted,2024-12-08
740,Abdul Prabhu,Darpan,33,Male,29,15bb2396665ef1eb,acquitted,2026-03-04
741,Daksh Vohra,,30,Male,21,9245466fc85276a7,convicted,2023-11-27
742,Aayush Mitter,,50,Male,24,1d6b7f7146e34606,arrested,2026-02-21
743,Odika Kohli,Varsha,27,Female,30,cc712e6711a657a3,convicted,2025-08-21
744,Ijaya Soman,,34,Female,5,ae501cdac5d5024a,on_bail,2025-03-20
745,Wriddhish Kala,Hardik,29,Male,29,c35f35b11dd3b1d6,arrested,2023-09-30
746,Sara Bobal,,37,Female,3,84f015589f15dbcd,convicted,2025-01-23
747,Eesha Uppal,,53,Female,8,71d70531b0b1ee12,absconding,2024-04-05
748,Bhavna Sridhar,,34,Female,17,b59a748992aaaa59,convicted,2025-07-26
749,Fitan Koshy,,26,Male,30,0e50b0b5cc6be835,acquitted,2024-10-09
750,Pratyush Kar,,32,Male,26,af14657b48802e0a,convicted,2023-12-11
751,Samar Bhasin,Rachana,29,Male,18,cfeeeeb456b952ca,on_bail,2025-10-30
752,Naveen Rana,Ayaan,33,Male,30,ebf39d8b36506cd2,convicted,2023-12-11
753,Rachit Raman,Shivani,56,Male,31,90fa1d4824d4b517,arrested,2024-11-13
754,Eesha Srinivas,Yashodhara,54,Female,1,7731d3390ad7e0f5,convicted,2024-09-01
755,Gaurangi Khurana,,32,Female,11,676d3f84511f64e3,acquitted,2024-06-11
756,Yadavi Borde,,47,Female,17,49a1ee6bfa1cb41b,on_bail,2024-01-05
757,Alexander Sahni,,27,Male,14,97437cf8fbc2ee4f,absconding,2025-01-04
758,Brijesh Dhingra,,38,Male,9,73a87623b98169a9,acquitted,2024-06-19
759,Qasim Mall,,18,Male,2,68cab628fdc6730d,arrested,2023-10-22
760,Logan Shetty,,49,Male,31,dc08897ff6a6538a,absconding,2025-09-21
761,Max Wason,Eta,23,Male,22,90c70588b1e8d490,arrested,2024-03-06
762,Wahab Vaidya,,19,Male,28,f1c9b1db988a83bb,absconding,2025-04-13
763,Sanya Devan,,44,Female,16,30457db5c8659178,on_bail,2025-12-15
764,Om Chand,,41,Male,10,61f3d857a0970247,on_bail,2025-05-05
765,Onveer Walia,,55,Male,6,bb324a52dba64846,arrested,2025-11-17
766,Jeremiah Loyal,,51,Male,3,26aa46c2a9b280d1,arrested,2024-07-11
767,Maanas Varghese,Vedant,37,Male,13,d5b715873104273d,on_bail,2024-06-17
768,Neel Khatri,,58,Male,24,b91fea53d218cd6d,convicted,2024-01-03
769,Owen Mohan,,41,Male,13,3af4f8a071d5d01a,on_bail,2024-07-12
770,Oviya Vasa,,25,Female,19,1e063cf5ed0a55f7,acquitted,2025-11-04
771,Maya Lalla,,42,Female,13,dfc3dc4d58adc2f4,on_bail,2026-02-04
772,Ijaya Dewan,Chakrika,25,Female,27,c9b82c27b5b964fc,acquitted,2025-12-27
773,Pratyush Nagi,,25,Male,21,bdce56069308dd10,arrested,2024-06-28
774,Vihaan Venkatesh,Oscar,54,Male,15,cad9f953b1b7f7ee,on_bail,2026-03-13
775,Madhav Koshy,,33,Male,25,b5ccb906e7ce0193,arrested,2025-10-28
776,Om Goswami,Watika,25,Male,25,b8c34e9fc3fe6613,arrested,2024-10-10
777,Jason Ramanathan,Veda,52,Male,1,b2980f8f33d22490,on_bail,2023-10-10
778,Victor Yogi,,29,Male,21,007b784269e0d6a7,convicted,2025-09-18
779,Eta Kumar,,26,Female,1,0aade4f02c284ef7,absconding,2024-05-15
780,Lajita Dash,Krisha,57,Female,16,c51252a1cd38c502,absconding,2025-04-09
781,Aarav Bhavsar,,23,Male,31,1602da96596a8e88,acquitted,2024-01-24
782,Lakshmi Talwar,,27,Female,25,1a795e8dd4d51848,absconding,2026-05-15
783,Manya Vaidya,Osha,50,Female,29,12b206c10f866779,on_bail,2024-07-06
784,Kiaan Behl,Prisha,60,Male,31,947a1e0b6a147b00,acquitted,2026-02-14
785,Darika Soni,Rajeshri,33,Female,19,b696187c6e86d28d,on_bail,2024-01-06
786,Naksh Dar,Logan,57,Male,25,b300e69e36a46203,on_bail,2024-06-10
787,Darsh Pathak,Chatura,54,Male,16,086c475b442eaae8,convicted,2023-09-22
788,Bakhshi Mall,,33,Male,25,d31569e872adb457,absconding,2024-07-04
789,Krish Datta,,59,Male,14,85cc10efbbcfdc62,absconding,2026-01-25
790,Udyati Jayaraman,,31,Female,23,d2de7e8c2fe28e5b,absconding,2024-02-02
791,Bhanumati Anne,Isaac,21,Female,22,94463b3645a7723b,absconding,2024-07-01
792,Manya Mane,,18,Female,3,e9c80bb4e33c5b0d,on_bail,2024-06-24
793,Jai Kashyap,Thomas,44,Male,26,168f4243ef36f531,on_bail,2024-07-04
794,Raagini Khalsa,,27,Female,23,6c27f8e0d32f3ee1,absconding,2024-08-09
795,Advay Nadig,Thomas,30,Male,21,71daf637daff23b0,arrested,2024-05-23
796,Sanaya Jani,,41,Female,22,5584575710ff3ec9,arrested,2024-07-21
797,Faris Chand,Anamika,26,Male,20,cbadfc40f9bcc584,on_bail,2024-07-31
798,David Chandran,,58,Male,27,75cfb876a45f631d,on_bail,2025-04-23
799,Tanvi Kant,,47,Female,1,22e7171912a786ae,acquitted,2024-05-12
800,Victor Gandhi,Oscar,45,Male,7,3ead35728b1e3796,convicted,2023-09-20
801,Logan Chhabra,Aarush,27,Male,18,2b9203fcf5d80087,convicted,2024-01-29
802,Nikita Saran,Libni,19,Female,1,03368bb4ad2ca040,absconding,2025-09-24
803,Hredhaan Kata,,54,Male,23,bef50503cf6f277f,convicted,2026-01-02
804,Chaitaly Rege,Sachi,33,Female,9,d580cb48b87570f6,arrested,2025-07-03
805,Falguni Rajagopalan,Lajita,47,Female,13,7a6a19ba95a9597e,arrested,2026-04-29
806,Madhavi Jha,,53,Female,11,e4f58de369275aab,acquitted,2025-01-17
807,Urmi Viswanathan,Hema,54,Female,10,5dc37baba2cf037f,arrested,2023-09-24
808,Advaith Tata,Yashica,26,Male,10,4e4515affc7aed7f,arrested,2024-11-05
809,Vaishnavi Jha,,35,Female,9,7a5ec5ecf2e88ecd,absconding,2025-12-22
810,Eshana Brahmbhatt,Krishna,45,Female,22,61fa9058a0baca97,convicted,2024-03-02
811,Tamanna Johal,,21,Female,25,fdef244bb918c04a,absconding,2025-06-23
812,Nirja Pandit,Nidhi,26,Female,27,e62d06f802ba3e7b,arrested,2025-05-30
813,Kritika Mannan,,57,Female,22,d1b9834f8b2d7bbb,absconding,2025-03-24
814,Ranveer Singh,,59,Male,19,1f27eabd7d167478,acquitted,2024-11-05
815,Jairaj Bhattacharyya,Sneha,53,Male,13,b6c2a8b2c7898988,absconding,2025-07-30
816,Saumya Pai,Jagvi,39,Female,23,2c911165e9b1d674,convicted,2025-07-11
817,Aishani Swaminathan,Rajata,48,Female,6,70c6e8b985457d61,arrested,2024-09-27
818,Simon Chakraborty,,54,Male,13,bb161350ed0cfb7a,acquitted,2026-02-07
819,Lakshmi Pall,Veer,32,Female,17,b2037c1cfff2280b,on_bail,2025-05-13
820,Qadim Lad,,37,Male,18,c7275e4b2eb3303d,arrested,2026-04-24
821,Farhan Ganguly,,47,Male,25,620f60dc9c066887,acquitted,2024-12-09
822,Guneet Bansal,,21,Male,8,ba69852025b4f94b,arrested,2023-10-27
823,Qabil Bava,,27,Male,4,24cd31575492fac3,absconding,2024-07-26
824,Chandani Dutt,,39,Female,3,44900be9048aa82d,acquitted,2024-11-25
825,Aryan Krishna,Fariq,34,Male,15,548ed4b1f3eced94,on_bail,2026-03-23
826,Varsha Dixit,,40,Female,29,2a371f53e623b641,convicted,2025-05-15
827,Ekta Sarin,,48,Female,26,fdac89a010b300df,on_bail,2024-05-30
828,Girik Karnik,Nimrat,40,Male,2,0f8d707133eef71b,absconding,2025-08-31
829,Geetika Verma,Ekalinga,60,Female,10,9a84eaa6eedfea65,on_bail,2023-12-10
830,Chakradhar Ben,Patrick,19,Male,21,78254dde5bc71a62,acquitted,2025-04-30
831,Vrinda Sampath,,35,Female,17,12069b514eb653ad,acquitted,2026-02-16
832,Jacob Badal,Rohan,31,Male,14,b3efc7f2db370041,absconding,2024-01-12
833,Bahadurjit Chaudhuri,Amruta,54,Male,20,16ffb48428d30972,on_bail,2023-10-07
834,Diya Shere,Jyoti,26,Female,11,ae0328becfce74b4,arrested,2024-01-07
835,Faraj Walla,,58,Male,20,08b8b77edf5c72d0,acquitted,2025-06-06
836,Krisha Anand,Eshana,36,Female,29,ab721fa213874c9e,arrested,2025-02-21
837,Madhavi Varghese,Ansh,18,Female,10,21a08d43c657b4ab,on_bail,2024-08-24
838,Shravya Deshmukh,Oliver,39,Female,15,058b46cd6e808ca5,absconding,2024-10-11
839,Vrinda Dugal,Kevin,52,Female,4,7e2a4d0b2d65ea9e,convicted,2024-05-18
840,Raksha Mallick,,45,Female,10,b12573decfa90049,arrested,2024-11-02
841,Jason Sha,,22,Male,1,4752a992663346d0,absconding,2024-05-07
842,Dayamai Kothari,Neel,54,Female,19,4ddb9dcbfd02b1fd,arrested,2025-05-24
843,Bahadurjit Purohit,,25,Male,20,f88cce7ccee45ed6,acquitted,2024-09-17
844,Aachal Mani,,33,Female,31,5473adab6c796e1f,absconding,2026-02-19
845,Zarna Suri,Megha,42,Female,15,28ca5cd5a1a639b7,on_bail,2024-01-18
846,Zaitra Shukla,,58,Female,5,d0d911e819cd9eb2,convicted,2023-12-09
847,Samaksh Krishnamurthy,,36,Male,5,592daf41a0b6aa77,arrested,2025-10-20
848,Geetika Thakur,,20,Female,30,5ac42aa9a8cc597b,absconding,2025-05-24
849,Edhitha Bansal,Samuel,18,Female,11,9c0963b04d2c54c1,convicted,2024-07-02
850,Raksha Misra,Jack,39,Female,29,c968ae1bc7a5b909,convicted,2024-10-12
851,Sai Prashad,Chandani,34,Female,8,9d7a99ea34165e5e,convicted,2024-04-30
852,Amaira Murty,Vidhi,39,Female,13,a333fa2a9c804388,acquitted,2025-12-17
853,Abhiram Kale,Radhika,57,Male,24,5f266aae06f0192c,convicted,2024-02-04
854,Umang Dey,,48,Male,13,2437c1b655ad2bc3,convicted,2025-08-20
855,Rudra Konda,Lucky,25,Male,17,b24a77b0e1a9ed53,convicted,2023-10-16
856,Jhalak Sarna,,43,Female,3,992cdef6733e1eca,on_bail,2023-11-04
857,Widisha Rastogi,,18,Female,1,4a0e64048912eb07,convicted,2025-10-10
858,Viraj Prabhu,,39,Male,18,f4b15882153f538a,acquitted,2025-04-09
859,Vincent De,,23,Male,24,6c8b5c0249a0a477,absconding,2025-03-09
860,Ati Korpal,,42,Female,29,5af1b11a5eb6476b,acquitted,2025-09-27
861,Chandresh Merchant,,55,Male,2,12422cdc88ca0800,convicted,2023-10-07
862,Avi Palla,,36,Male,31,c6c56e8ce3c2cbae,arrested,2025-03-08
863,Reyansh Sant,,38,Male,2,68fead9d3325c014,absconding,2025-05-28
864,Nandini Pant,,51,Female,6,771724028e584b06,arrested,2024-12-23
865,Anusha Srinivas,,58,Female,12,641c32b539b36ade,on_bail,2026-03-06
866,Qushi Narula,Rishi,32,Female,14,5e51655ed88ada1f,arrested,2025-03-17
867,Zehaan Gandhi,,48,Male,23,6f864366aa0296e0,acquitted,2023-09-23
868,Daksha Dhingra,,20,Female,27,4a1e02900acf89b4,on_bail,2025-10-08
869,Bhanumati Bakshi,Yashodhara,39,Female,1,24166c7de0134f92,absconding,2025-10-18
870,Yoshita Prabhu,Arjun,24,Female,29,ba3c38fd207d1b5d,convicted,2024-06-26
871,Tamanna Natt,Triveni,57,Female,1,89918eb6dcdffbc5,acquitted,2024-08-11
872,Nihal Mane,Jhalak,43,Male,9,2d57299c110cba19,absconding,2024-12-08
873,Yauvani Dasgupta,,53,Female,22,4c9d80858e73dcf8,convicted,2025-04-25
874,Yagnesh Sant,Yoshita,60,Male,19,53260835eaeb06f5,on_bail,2023-12-21
875,Yashica Bhavsar,Mitesh,37,Female,17,248410700195c095,convicted,2024-02-17
876,Noah Sarraf,,42,Male,8,9b5cde9fa0767d13,arrested,2024-07-07
877,Ekbal Dhar,Ronith,26,Male,3,9b4662cf5c5e28d9,acquitted,2024-03-08
878,Sanaya Majumdar,,27,Female,29,ee27eefb78581a01,convicted,2026-02-04
879,Imaran Barman,,32,Male,11,275c208b988c08df,convicted,2025-04-14
880,Nidra Arora,Kiaan,44,Female,12,907328a82eb79d84,convicted,2025-09-20
881,Shaurya Hari,,20,Male,24,c519555e7fc9c0b8,convicted,2023-11-03
882,Faqid Sane,,49,Male,13,b947f53899f9e2e2,arrested,2023-10-09
883,Henry Acharya,,46,Male,16,80aeeb04aa64c23a,convicted,2026-02-28
884,Gautami Barad,,45,Female,21,cc57c561451c123b,convicted,2025-05-19
885,Warhi Bhatti,Theodore,44,Female,8,5772c90f3a9e08c8,on_bail,2026-04-17
886,Fitan Tak,,25,Male,6,2a0fafd0b3960237,arrested,2024-01-29
887,Balveer Sharaf,,55,Male,25,cddb40dd005535ed,on_bail,2024-02-01
888,Ria Singh,Aarna,29,Female,8,bf9aa3a113736e40,on_bail,2024-06-09
889,Omisha Vyas,,23,Female,13,63bc851d27d06d43,convicted,2025-03-01
890,Yoshita Mallick,,29,Female,23,e82fc2f2715c8b76,convicted,2026-02-06
891,Jeevika Bains,Radha,58,Female,5,de70019dd6dccabe,absconding,2026-04-19
892,Madhavi Narasimhan,Yashodhara,48,Female,14,0fd8eb8268cb08e7,acquitted,2024-02-09
893,Zaid Ravel,Charan,33,Male,31,17672bc3235cb739,arrested,2024-11-30
894,Kabir Chhabra,,18,Male,24,8caff292a18664f2,arrested,2024-08-06
895,Isaac Kanda,Yuvraj,40,Male,17,8b296722a0925660,convicted,2024-03-24
896,Ganga Chaudhari,Yashasvi,18,Female,4,cf3f50c4ea52f30e,on_bail,2025-10-30
897,Samuel Ratta,Oni,60,Male,31,c57f0a0fb76c1c94,absconding,2024-11-16
898,Netra Bumb,,52,Female,8,756b3ae1ccb5bf5b,arrested,2024-11-05
899,Gautami Srivastava,,54,Female,5,a2389e79ea305028,convicted,2024-06-08
900,Naksh Bhandari,,57,Male,14,707d7c6b416fa091,acquitted,2024-09-03
901,Tanmayi Sankaran,,54,Female,27,af950545f80facae,absconding,2026-03-11
902,Sarthak Solanki,Azaan,18,Male,16,ec80fb10639d8cbd,acquitted,2024-01-15
903,Reva Dani,Darika,51,Female,27,ba3b2dddf2265d28,convicted,2025-10-09
904,Yagnesh Swamy,Meghana,21,Male,17,836c4419655637d4,on_bail,2024-03-18
905,Tanmayi Sani,,42,Female,14,50ddb77f626f789c,absconding,2025-04-05
906,Mekhala Kohli,Nitesh,24,Female,23,e30a94677590cee7,arrested,2024-02-17
907,Fariq Narain,,38,Male,14,9ad4fdc12e56c592,on_bail,2024-11-23
908,Chakrika Chaudhuri,,44,Female,25,df0b3809c8d92bbf,absconding,2024-08-09
909,Benjamin Anand,,50,Male,22,ae8d50bba42c3116,absconding,2024-12-04
910,Tanish Tailor,,59,Male,2,79142717777f8da9,convicted,2023-11-11
911,Forum Behl,Aarnav,55,Female,13,59c648ca89eabbaa,acquitted,2024-05-19
912,Hema Bali,,34,Female,11,a72bbf1c4218000c,absconding,2025-11-23
913,Mugdha Peri,Ishanvi,33,Female,10,6eb8f1576346599b,acquitted,2025-01-30
914,Anmol Gandhi,Dayita,52,Male,8,30e7b2ea0394c7d2,acquitted,2024-09-10
915,Chandresh Barad,,32,Male,14,eaac83dfecde40fa,on_bail,2024-06-29
916,Anusha Acharya,Rehaan,34,Female,3,f446090053ed8e60,on_bail,2025-06-05
917,Rohan Swaminathan,,46,Male,2,40680865812a845c,arrested,2024-07-17
918,Kiaan Manne,Ekbal,55,Male,5,55da9f1c0fa86e38,acquitted,2025-06-19
919,Ekapad Bhattacharyya,,35,Male,3,f9093c82aedcc280,on_bail,2024-02-23
920,Leena Dugar,Yutika,28,Female,14,1d6f324ade15d9ba,on_bail,2025-05-04
921,Yadavi Kapur,,45,Female,30,bc14b85882d97faa,arrested,2026-03-28
922,Anamika Ramaswamy,,51,Female,26,f1149f46b3055a9c,absconding,2025-03-20
923,Finn Solanki,Sneha,57,Male,16,083c8665d9421792,acquitted,2025-02-24
924,Michael Memon,Nandini,47,Male,26,92aadb3c1bd36340,arrested,2025-10-26
925,Jacob More,Eta,53,Male,25,8e67638ad948c6bf,on_bail,2025-04-05
926,Jai Shenoy,,58,Male,8,c21a61611d50a6b5,on_bail,2025-02-11
927,Faras Bansal,Fariq,58,Male,4,53815d445f725157,absconding,2024-02-23
928,Daniel Divan,,20,Male,16,d43b263dd0b0a13b,arrested,2025-08-12
929,Udarsh Date,,45,Male,16,565395c193dd9a97,arrested,2024-08-29
930,Balhaar Mandal,,38,Male,16,11c05d0e2177db87,convicted,2025-11-08
931,Nathaniel Khare,Vasatika,34,Male,20,dcecfc7b10c8d68a,arrested,2025-09-12
932,Tara Das,Chasmum,23,Female,29,93d982115ee993be,arrested,2026-04-29
933,Vritti Bandi,,57,Female,16,b45841ff1643c0c3,arrested,2024-01-27
934,Farhan Raman,,52,Male,11,07f3b799d889055d,convicted,2026-05-13
935,Pooja Bhatti,,51,Female,20,6b4b694054746679,acquitted,2025-02-08
936,Amol Krishnan,Lopa,60,Male,2,7334eab625946dcf,acquitted,2025-02-10
937,Yuvraj Sheth,,34,Male,10,7b6079ebbc8fbefc,on_bail,2025-03-30
938,Ojasvi Sengupta,Kiaan,38,Female,28,ab4ff3c978108f9a,arrested,2023-11-15
939,Siddharth Murty,Qarin,21,Male,4,fe37031dc122c650,convicted,2025-04-03
940,Fitan Krishna,,18,Male,24,87c2807f1b464e31,acquitted,2025-04-16
941,Chakradhar Sur,,45,Male,16,45a43fd81509cc77,convicted,2025-07-06
942,Falak Basak,,38,Female,29,47f3bc1cae91cbe1,acquitted,2024-03-20
943,Jagdish Varghese,,59,Male,31,9087524580efc346,convicted,2023-10-16
944,Liam Jain,,25,Male,22,fe64acb0be93de98,on_bail,2023-11-28
945,Turvi Barad,,42,Female,16,54131e5938974f8d,absconding,2025-03-24
946,Pranit Oza,,23,Male,1,f7017d80919243f4,arrested,2024-06-13
947,Om Agate,,29,Male,28,4ad9b63afce07357,arrested,2026-04-23
948,Wyatt Thaker,Saksham,49,Male,3,59c806d4302af0a1,arrested,2025-03-04
949,Falak Natarajan,,20,Female,5,789ebbdfe503b4b4,acquitted,2026-02-16
950,Zilmil Raman,,20,Female,21,924e0581a587d155,arrested,2025-05-30
951,Teerth Baral,,35,Male,1,7c30599a75004c6d,arrested,2026-04-01
952,Mohini Yohannan,,57,Female,30,f43b8f130315aeb3,on_bail,2024-04-28
